,date,hora,Year,DOY,Hour,Minute,Lat,Lon,AOD_Type,AOD_047,AOD_055,AOD_Uncertainty,QA_AOD,timestamp
169,2022041,2230,2022,41,22,30,NA,NA,A,NA,NA,NA,NA,20220412230
170,2022042,1810,2022,42,18,10,34.27083333,-118.2812213,T,0.05499,0.03982,0.0143,0,20220421810
171,2022042,1950,2022,42,19,50,NA,NA,T,NA,NA,NA,NA,20220421950
172,2022042,2000,2022,42,20,0,NA,NA,A,NA,NA,NA,NA,20220422000
173,2022042,2135,2022,42,21,35,34.27083333,-118.2812213,A,0.04188,0.0303,0.0131,0,20220422135
174,2022043,1715,2022,43,17,15,NA,NA,T,NA,NA,NA,NA,20220431715
175,2022043,1855,2022,43,18,55,34.27083333,-118.2812213,T,0.07702,0.05581,0.0135,0,20220431855
176,2022043,2040,2022,43,20,40,34.27083333,-118.2812213,A,0.04442,0.03213,0.0121,0,20220432040
177,2022043,2220,2022,43,22,20,NA,NA,A,NA,NA,NA,NA,20220432220
178,2022044,1800,2022,44,18,0,34.27083333,-118.2812213,T,0.0703,0.05095,0.0099,0,20220441800
179,2022044,1935,2022,44,19,35,NA,NA,T,NA,NA,NA,NA,20220441935
180,2022044,1945,2022,44,19,45,NA,NA,A,NA,NA,NA,NA,20220441945
181,2022044,2125,2022,44,21,25,34.27083333,-118.2812213,A,0.06145,0.04453,0.0196,0,20220442125
182,2022045,1705,2022,45,17,5,NA,NA,T,NA,NA,NA,NA,20220451705
183,2022045,1845,2022,45,18,45,34.27083333,-118.2812213,T,0.07522,0.05454,0.0208,0,20220451845
184,2022045,2020,2022,45,20,20,NA,NA,T,NA,NA,NA,NA,20220452020
185,2022045,2030,2022,45,20,30,34.27083333,-118.240885,A,0.07032,0.05094,0.0078,0,20220452030
186,2022045,2205,2022,45,22,5,NA,NA,A,NA,NA,NA,NA,20220452205
187,2022046,1750,2022,46,17,50,NA,NA,T,NA,NA,NA,NA,20220461750
188,2022046,1925,2022,46,19,25,34.14583333,-118.2871705,T,0.448,0.3295,0.005,0,20220461925
189,2022046,1930,2022,46,19,30,NA,NA,A,NA,NA,NA,NA,20220461930
190,2022046,2110,2022,46,21,10,NA,NA,A,NA,NA,NA,NA,20220462110
191,2022047,1650,2022,47,16,50,NA,NA,T,NA,NA,NA,NA,20220471650
192,2022047,1830,2022,47,18,30,34.27083333,-118.2812213,T,0.11587,0.08421,0.0235,0,20220471830
193,2022047,2005,2022,47,20,5,NA,NA,T,NA,NA,NA,NA,20220472005
194,2022047,2015,2022,47,20,15,34.27083333,-118.2812213,A,0.07067,0.05121,0.0058,0,20220472015
195,2022047,2155,2022,47,21,55,34.27083333,-118.2812213,A,0.06459,0.0468,0.0084,0,20220472155
196,2022048,1735,2022,48,17,35,NA,NA,T,NA,NA,NA,NA,20220481735
197,2022048,1915,2022,48,19,15,34.27083333,-118.2812213,T,0.06792,0.04919,0.0074,0,20220481915
198,2022048,2100,2022,48,21,0,34.27083333,-118.2812213,A,0.03284,0.02374,0.0223,0,20220482100
199,2022048,2235,2022,48,22,35,NA,NA,A,NA,NA,NA,NA,20220482235
200,2022049,1820,2022,49,18,20,34.27083333,-118.2812213,T,0.08634,0.06267,0.0187,0,20220491820
201,2022049,1955,2022,49,19,55,NA,NA,T,NA,NA,NA,NA,20220491955
202,2022049,2005,2022,49,20,5,NA,NA,A,NA,NA,NA,NA,20220492005
203,2022049,2140,2022,49,21,40,34.27083333,-118.2812213,A,0.06117,0.0443,0.0119,0,20220492140
204,2022050,1725,2022,50,17,25,NA,NA,T,NA,NA,NA,NA,20220501725
205,2022050,1900,2022,50,19,0,34.27083333,-118.2812213,T,0.07501,0.05438,0.0117,0,20220501900
206,2022050,2045,2022,50,20,45,34.27083333,-118.2812213,A,0.06251,0.0453,0.016,0,20220502045
207,2022050,2225,2022,50,22,25,NA,NA,A,NA,NA,NA,NA,20220502225
208,2022051,1805,2022,51,18,5,34.27083333,-118.2812213,T,0.14927,0.10863,0.0125,0,20220511805
209,2022051,1945,2022,51,19,45,NA,NA,T,NA,NA,NA,NA,20220511945
210,2022051,1950,2022,51,19,50,NA,NA,A,NA,NA,NA,NA,20220511950
211,2022051,2130,2022,51,21,30,34.25416666,-118.0662264,A,0.30291,0.22168,0.0177,0,20220512130
212,2022052,1710,2022,52,17,10,NA,NA,T,NA,NA,NA,NA,20220521710
213,2022052,1850,2022,52,18,50,34.12083333,-118.0105998,T,0.4503,0.3313,0.0205,0,20220521850
214,2022052,2025,2022,52,20,25,NA,NA,T,NA,NA,NA,NA,20220522025
215,2022052,2035,2022,52,20,35,34.05416666,-118.2798095,A,0.34963,0.25626,0.0127,0,20220522035
216,2022052,2215,2022,52,22,15,NA,NA,A,NA,NA,NA,NA,20220522215
217,2022053,1755,2022,53,17,55,NA,NA,T,NA,NA,NA,NA,20220531755
218,2022053,1930,2022,53,19,30,NA,NA,T,NA,NA,NA,NA,20220531930
219,2022053,1940,2022,53,19,40,NA,NA,A,NA,NA,NA,NA,20220531940
220,2022053,2115,2022,53,21,15,34.1375,-118.2150958,A,0.22439,0.16373,0.0302,0,20220532115
221,2022054,2010,2022,54,20,10,NA,NA,T,NA,NA,NA,NA,20220542010
222,2022054,2020,2022,54,20,20,34.22083333,-118.0295676,A,0.17667,0.12847,0.0074,0,20220542020
223,2022054,2200,2022,54,22,0,NA,NA,A,NA,NA,NA,NA,20220542200
224,2022055,1740,2022,55,17,40,NA,NA,T,NA,NA,NA,NA,20220551740
225,2022055,1920,2022,55,19,20,34.27083333,-118.2812213,T,0.08256,0.05987,0.0066,0,20220551920
226,2022055,1925,2022,55,19,25,NA,NA,A,NA,NA,NA,NA,20220551925
227,2022055,2105,2022,55,21,5,34.27083333,-118.2812213,A,0.06542,0.04739,0.0267,0,20220552105
228,2022055,2245,2022,55,22,45,NA,NA,A,NA,NA,NA,NA,20220552245
229,2022056,1825,2022,56,18,25,34.27083333,-118.2812213,T,0.10601,0.07698,0.0238,0,20220561825
230,2022056,2000,2022,56,20,0,NA,NA,T,NA,NA,NA,NA,20220562000
231,2022056,2010,2022,56,20,10,NA,NA,A,NA,NA,NA,NA,20220562010
232,2022056,2150,2022,56,21,50,34.27083333,-118.2812213,A,0.11033,0.08014,0.0107,0,20220562150
233,2022057,1730,2022,57,17,30,NA,NA,T,NA,NA,NA,NA,20220571730
234,2022057,1905,2022,57,19,5,34.27083333,-118.2812213,T,0.12175,0.08847,0.0102,0,20220571905
235,2022057,2055,2022,57,20,55,34.27083333,-118.1097919,A,0.19682,0.14339,0.0219,0,20220572055
236,2022057,2230,2022,57,22,30,NA,NA,A,NA,NA,NA,NA,20220572230
237,2022058,1810,2022,58,18,10,34.20416666,-118.207748,T,0.14728,0.10712,0.0167,0,20220581810
238,2022058,1950,2022,58,19,50,NA,NA,T,NA,NA,NA,NA,20220581950
239,2022058,1955,2022,58,19,55,NA,NA,A,NA,NA,NA,NA,20220581955
240,2022058,2135,2022,58,21,35,34.27083333,-118.2812213,A,0.12229,0.08887,0.0159,0,20220582135
241,2022059,1715,2022,59,17,15,NA,NA,T,NA,NA,NA,NA,20220591715
242,2022059,1855,2022,59,18,55,34.27083333,-118.2812213,T,0.09398,0.06818,0.0162,0,20220591855
243,2022059,2040,2022,59,20,40,34.27083333,-118.2812213,A,0.06553,0.04748,0.0137,0,20220592040
244,2022059,2220,2022,59,22,20,NA,NA,A,NA,NA,NA,NA,20220592220
245,2022060,1800,2022,60,18,0,34.27083333,-118.2812213,T,0.07129,0.05166,0.0112,0,20220601800
246,2022060,1935,2022,60,19,35,NA,NA,T,NA,NA,NA,NA,20220601935
247,2022060,1945,2022,60,19,45,NA,NA,A,NA,NA,NA,NA,20220601945
248,2022060,2125,2022,60,21,25,34.27083333,-118.2812213,A,0.05564,0.0403,0.0226,0,20220602125
249,2022061,1705,2022,61,17,5,NA,NA,T,NA,NA,NA,NA,20220611705
250,2022061,1840,2022,61,18,40,34.27083333,-118.2812213,T,0.09689,0.07033,0.0247,0,20220611840
251,2022061,2020,2022,61,20,20,NA,NA,T,NA,NA,NA,NA,20220612020
252,2022061,2030,2022,61,20,30,34.27083333,-117.9786989,A,0.13519,0.09835,0.0098,0,20220612030
253,2022061,2205,2022,61,22,5,NA,NA,A,NA,NA,NA,NA,20220612205
254,2022062,1745,2022,62,17,45,NA,NA,T,NA,NA,NA,NA,20220621745
255,2022062,1925,2022,62,19,25,34.17083333,-118.1610428,T,0.26608,0.19442,0.0061,0,20220621925
256,2022062,1930,2022,62,19,30,NA,NA,A,NA,NA,NA,NA,20220621930
257,2022062,2110,2022,62,21,10,34.27083333,-118.2812213,A,0.11498,0.08355,0.0298,0,20220622110
258,2022063,1650,2022,63,16,50,NA,NA,T,NA,NA,NA,NA,20220631650
259,2022063,1830,2022,63,18,30,34.1125,-118.1499497,T,0.32643,0.239,0.0336,0,20220631830
260,2022063,2005,2022,63,20,5,NA,NA,T,NA,NA,NA,NA,20220632005
261,2022063,2015,2022,63,20,15,NA,NA,A,NA,NA,NA,NA,20220632015
262,2022063,2155,2022,63,21,55,NA,NA,A,NA,NA,NA,NA,20220632155
263,2022064,1735,2022,64,17,35,NA,NA,T,NA,NA,NA,NA,20220641735
264,2022064,1915,2022,64,19,15,34.17083333,-118.2718361,T,0.29325,0.214,0.0095,0,20220641915
265,2022064,2100,2022,64,21,0,34.05416666,-118.0786448,A,0.34295,0.25126,0.0314,0,20220642100
266,2022064,2235,2022,64,22,35,NA,NA,A,NA,NA,NA,NA,20220642235
267,2022065,1820,2022,65,18,20,34.27083333,-118.2812213,T,0.18068,0.13155,0.0225,0,20220651820
268,2022065,1955,2022,65,19,55,NA,NA,T,NA,NA,NA,NA,20220651955
269,2022065,2005,2022,65,20,5,NA,NA,A,NA,NA,NA,NA,20220652005
270,2022065,2140,2022,65,21,40,34.27083333,-118.2812213,A,0.16474,0.11983,0.0141,0,20220652140
271,2022066,1725,2022,66,17,25,NA,NA,T,NA,NA,NA,NA,20220661725
272,2022066,1900,2022,66,19,0,34.27083333,-118.2812213,T,0.11197,0.08133,0.0143,0,20220661900
273,2022066,2045,2022,66,20,45,34.27083333,-118.2812213,A,0.09621,0.06984,0.0183,0,20220662045
274,2022066,2225,2022,66,22,25,NA,NA,A,NA,NA,NA,NA,20220662225
275,2022067,1805,2022,67,18,5,34.27083333,-118.2812213,T,0.09718,0.07055,0.0151,0,20220671805
276,2022067,1940,2022,67,19,40,NA,NA,T,NA,NA,NA,NA,20220671940
277,2022067,1950,2022,67,19,50,NA,NA,A,NA,NA,NA,NA,20220671950
278,2022067,2130,2022,67,21,30,34.27083333,-118.2812213,A,0.10444,0.07583,0.0211,0,20220672130
279,2022068,1710,2022,68,17,10,NA,NA,T,NA,NA,NA,NA,20220681710
280,2022068,1850,2022,68,18,50,34.27083333,-118.2812213,T,0.14393,0.10464,0.0234,0,20220681850
281,2022068,2025,2022,68,20,25,NA,NA,T,NA,NA,NA,NA,20220682025
282,2022068,2035,2022,68,20,35,34.27083333,-118.2812213,A,0.12437,0.09037,0.0122,0,20220682035
283,2022068,2210,2022,68,22,10,NA,NA,A,NA,NA,NA,NA,20220682210
284,2022069,1755,2022,69,17,55,34.27083333,-118.2812213,T,0.22539,0.16443,0.0106,0,20220691755
285,2022069,1930,2022,69,19,30,NA,NA,T,NA,NA,NA,NA,20220691930
286,2022069,1935,2022,69,19,35,NA,NA,A,NA,NA,NA,NA,20220691935
287,2022069,2115,2022,69,21,15,34.27083333,-118.2812213,A,0.16844,0.12259,0.0303,0,20220692115
288,2022070,1700,2022,70,17,0,NA,NA,T,NA,NA,NA,NA,20220701700
289,2022070,1835,2022,70,18,35,34.27083333,-118.2812213,T,0.11137,0.08091,0.0302,0,20220701835
290,2022070,2010,2022,70,20,10,NA,NA,T,NA,NA,NA,NA,20220702010
291,2022070,2020,2022,70,20,20,34.27083333,-118.2812213,A,0.07159,0.0519,0.0083,0,20220702020
292,2022070,2200,2022,70,22,0,NA,NA,A,NA,NA,NA,NA,20220702200
293,2022071,1740,2022,71,17,40,NA,NA,T,NA,NA,NA,NA,20220711740
294,2022071,1920,2022,71,19,20,34.27083333,-118.2812213,T,0.08578,0.06221,0.0081,0,20220711920
295,2022071,1925,2022,71,19,25,NA,NA,A,NA,NA,NA,NA,20220711925
296,2022071,2105,2022,71,21,5,34.27083333,-118.2812213,A,0.07129,0.05169,0.0315,0,20220712105
297,2022071,2245,2022,71,22,45,NA,NA,A,NA,NA,NA,NA,20220712245
298,2022072,1825,2022,72,18,25,34.27083333,-118.2812213,T,0.19337,0.14096,0.0279,0,20220721825
299,2022072,2000,2022,72,20,0,NA,NA,T,NA,NA,NA,NA,20220722000
300,2022072,2010,2022,72,20,10,NA,NA,A,NA,NA,NA,NA,20220722010
301,2022072,2145,2022,72,21,45,34.27083333,-118.2812213,A,0.18478,0.13462,0.0124,0,20220722145
302,2022073,1730,2022,73,17,30,NA,NA,T,NA,NA,NA,NA,20220731730
303,2022073,1905,2022,73,19,5,34.27083333,-118.2812213,T,0.12058,0.08762,0.0122,0,20220731905
304,2022073,2050,2022,73,20,50,34.27083333,-118.2812213,A,0.11136,0.0809,0.0239,0,20220732050
305,2022073,2230,2022,73,22,30,NA,NA,A,NA,NA,NA,NA,20220732230
306,2022074,1810,2022,74,18,10,34.27083333,-118.2812213,T,0.15751,0.11459,0.0191,0,20220741810
307,2022074,1950,2022,74,19,50,NA,NA,T,NA,NA,NA,NA,20220741950
308,2022074,1955,2022,74,19,55,NA,NA,A,NA,NA,NA,NA,20220741955
309,2022074,2135,2022,74,21,35,34.1125,-118.0694283,A,0.25948,0.18945,0.0209,0,20220742135
310,2022075,1715,2022,75,17,15,NA,NA,T,NA,NA,NA,NA,20220751715
311,2022075,1855,2022,75,18,55,34.27083333,-118.2812213,T,0.20478,0.14923,0.0198,0,20220751855
312,2022075,2040,2022,75,20,40,34.27083333,-118.2812213,A,0.14481,0.10527,0.0156,0,20220752040
313,2022075,2220,2022,75,22,20,NA,NA,A,NA,NA,NA,NA,20220752220
314,2022076,1800,2022,76,18,0,34.22916666,-118.192432,T,0.19979,0.14558,0.0132,0,20220761800
315,2022076,1935,2022,76,19,35,NA,NA,T,NA,NA,NA,NA,20220761935
316,2022076,1945,2022,76,19,45,NA,NA,A,NA,NA,NA,NA,20220761945
317,2022076,2125,2022,76,21,25,34.27083333,-118.2106327,A,0.15238,0.11086,0.0237,0,20220762125
318,2022077,1705,2022,77,17,5,NA,NA,T,NA,NA,NA,NA,20220771705
319,2022077,1840,2022,77,18,40,34.27083333,-118.2812213,T,0.17741,0.12918,0.0301,0,20220771840
320,2022077,2020,2022,77,20,20,NA,NA,T,NA,NA,NA,NA,20220772020
321,2022077,2025,2022,77,20,25,34.27083333,-118.2812213,A,0.12601,0.09158,0.0104,0,20220772025
322,2022077,2205,2022,77,22,5,NA,NA,A,NA,NA,NA,NA,20220772205
323,2022078,1745,2022,78,17,45,34.27083333,-118.1501283,T,0.23796,0.17365,0.0094,0,20220781745
324,2022078,1925,2022,78,19,25,34.27083333,-118.1097919,T,0.20895,0.15238,0.0073,0,20220781925
325,2022078,1930,2022,78,19,30,NA,NA,A,NA,NA,NA,NA,20220781930
326,2022078,2110,2022,78,21,10,34.27083333,-118.0190352,A,0.20004,0.14582,0.0368,0,20220782110
327,2022079,1650,2022,79,16,50,NA,NA,T,NA,NA,NA,NA,20220791650
328,2022079,1830,2022,79,18,30,34.27083333,-118.2812213,T,0.17325,0.12615,0.0311,0,20220791830
329,2022079,2005,2022,79,20,5,NA,NA,T,NA,NA,NA,NA,20220792005
330,2022079,2015,2022,79,20,15,34.27083333,-118.2812213,A,0.11038,0.08017,0.0075,0,20220792015
331,2022079,2155,2022,79,21,55,34.27083333,-118.2812213,A,0.09393,0.06817,0.0109,0,20220792155
332,2022080,1735,2022,80,17,35,NA,NA,T,NA,NA,NA,NA,20220801735
333,2022080,1910,2022,80,19,10,NA,NA,T,NA,NA,NA,NA,20220801910
334,2022080,2100,2022,80,21,0,NA,NA,A,NA,NA,NA,NA,20220802100
335,2022080,2235,2022,80,22,35,NA,NA,A,NA,NA,NA,NA,20220802235
336,2022081,1815,2022,81,18,15,34.27083333,-118.2812213,T,0.13097,0.09522,0.0241,0,20220811815
337,2022081,1955,2022,81,19,55,NA,NA,T,NA,NA,NA,NA,20220811955
338,2022081,2000,2022,81,20,0,NA,NA,A,NA,NA,NA,NA,20220812000
339,2022081,2140,2022,81,21,40,34.27083333,-118.2812213,A,0.09722,0.07057,0.0162,0,20220812140
340,2022082,1720,2022,82,17,20,NA,NA,T,NA,NA,NA,NA,20220821720
341,2022082,1900,2022,82,19,0,34.27083333,-118.2812213,T,0.1091,0.07923,0.0168,0,20220821900
342,2022083,1805,2022,83,18,5,34.27083333,-118.2812213,T,0.14138,0.10277,0.0175,0,20220831805
343,2022083,1940,2022,83,19,40,NA,NA,T,NA,NA,NA,NA,20220831940
344,2022083,1950,2022,83,19,50,NA,NA,A,NA,NA,NA,NA,20220831950
345,2022083,2130,2022,83,21,30,34.27083333,-118.2812213,A,0.1329,0.09663,0.0242,0,20220832130
346,2022084,1710,2022,84,17,10,NA,NA,T,NA,NA,NA,NA,20220841710
347,2022084,1850,2022,84,18,50,34.27083333,-118.2711372,T,0.2725,0.19909,0.0256,0,20220841850
348,2022084,2025,2022,84,20,25,NA,NA,T,NA,NA,NA,NA,20220842025
349,2022084,2035,2022,84,20,35,34.20416666,-118.2883568,A,0.231,0.169,0.0125,0,20220842035
350,2022084,2210,2022,84,22,10,NA,NA,A,NA,NA,NA,NA,20220842210
351,2022085,1755,2022,85,17,55,34.27083333,-118.2308009,T,0.15625,0.11377,0.0122,0,20220851755
352,2022085,1930,2022,85,19,30,NA,NA,T,NA,NA,NA,NA,20220851930
353,2022085,1935,2022,85,19,35,NA,NA,A,NA,NA,NA,NA,20220851935
354,2022085,2115,2022,85,21,15,34.27083333,-118.2711372,A,0.09922,0.07207,0.0311,0,20220852115
355,2022086,1655,2022,86,16,55,NA,NA,T,NA,NA,NA,NA,20220861655
356,2022086,1835,2022,86,18,35,34.27083333,-118.2812213,T,0.19607,0.1429,0.0335,0,20220861835
357,2022086,2010,2022,86,20,10,NA,NA,T,NA,NA,NA,NA,20220862010
358,2022086,2020,2022,86,20,20,34.27083333,-118.2812213,A,0.12583,0.09142,0.0092,0,20220862020
359,2022086,2200,2022,86,22,0,NA,NA,A,NA,NA,NA,NA,20220862200
360,2022087,1740,2022,87,17,40,NA,NA,T,NA,NA,NA,NA,20220871740
361,2022087,1920,2022,87,19,20,NA,NA,T,NA,NA,NA,NA,20220871920
362,2022087,2105,2022,87,21,5,NA,NA,A,NA,NA,NA,NA,20220872105
363,2022087,2240,2022,87,22,40,NA,NA,A,NA,NA,NA,NA,20220872240
364,2022088,1825,2022,88,18,25,34.22916666,-118.2831438,T,0.32427,0.23755,0.0279,0,20220881825
365,2022088,2000,2022,88,20,0,NA,NA,T,NA,NA,NA,NA,20220882000
366,2022088,2010,2022,88,20,10,NA,NA,A,NA,NA,NA,NA,20220882010
367,2022088,2145,2022,88,21,45,34.20416666,-118.2883568,A,0.27,0.19719,0.0137,0,20220882145
368,2022089,1730,2022,89,17,30,NA,NA,T,NA,NA,NA,NA,20220891730
369,2022089,1905,2022,89,19,5,34.27083333,-118.1803805,T,0.21038,0.1534,0.0141,0,20220891905
370,2022089,2050,2022,89,20,50,34.27083333,-118.2812213,A,0.23653,0.17264,0.0254,0,20220892050
371,2022089,2230,2022,89,22,30,NA,NA,A,NA,NA,NA,NA,20220892230
372,2022090,1810,2022,90,18,10,NA,NA,T,NA,NA,NA,NA,20220901810
373,2022090,1945,2022,90,19,45,NA,NA,T,NA,NA,NA,NA,20220901945
374,2022091,1715,2022,91,17,15,NA,NA,T,NA,NA,NA,NA,20220911715
375,2022091,1855,2022,91,18,55,34.27083333,-118.240885,T,0.26273,0.19184,0.0227,0,20220911855
376,2022092,1800,2022,92,18,0,34.27083333,-118.119876,T,0.48613,0.35742,0.0158,0,20220921800
377,2022092,1935,2022,92,19,35,NA,NA,T,NA,NA,NA,NA,20220921935
378,2022093,1705,2022,93,17,5,NA,NA,T,NA,NA,NA,NA,20220931705
379,2022093,1840,2022,93,18,40,NA,NA,T,NA,NA,NA,NA,20220931840
380,2022093,2015,2022,93,20,15,NA,NA,T,NA,NA,NA,NA,20220932015
381,2022094,1745,2022,94,17,45,34.27083333,-118.2812213,T,0.17936,0.13055,0.0113,0,20220941745
382,2022094,1925,2022,94,19,25,34.27083333,-118.2812213,T,0.26176,0.19117,0.0087,0,20220941925
383,2022095,1650,2022,95,16,50,NA,NA,T,NA,NA,NA,NA,20220951650
384,2022095,1830,2022,95,18,30,34.27083333,-118.2812213,T,0.16655,0.12126,0.0347,0,20220951830
385,2022095,2005,2022,95,20,5,NA,NA,T,NA,NA,NA,NA,20220952005
386,2022096,1735,2022,96,17,35,NA,NA,T,NA,NA,NA,NA,20220961735
387,2022096,1910,2022,96,19,10,34.27083333,-118.2812213,T,0.14064,0.10224,0.0127,0,20220961910
388,2022097,1815,2022,97,18,15,34.27083333,-118.2812213,T,0.21392,0.156,0.026,0,20220971815
389,2022097,1955,2022,97,19,55,NA,NA,T,NA,NA,NA,NA,20220971955
390,2022098,1720,2022,98,17,20,NA,NA,T,NA,NA,NA,NA,20220981720
391,2022098,1900,2022,98,19,0,34.27083333,-118.2812213,T,0.16817,0.12235,0.0198,0,20220981900
392,2022099,1805,2022,99,18,5,34.27083333,-118.2812213,T,0.18973,0.13823,0.0187,0,20220991805
393,2022099,1940,2022,99,19,40,NA,NA,T,NA,NA,NA,NA,20220991940
394,2022100,1710,2022,100,17,10,NA,NA,T,NA,NA,NA,NA,20221001710
395,2022100,1845,2022,100,18,45,NA,NA,T,NA,NA,NA,NA,20221001845
396,2022100,2025,2022,100,20,25,NA,NA,T,NA,NA,NA,NA,20221002025
397,2022101,1750,2022,101,17,50,NA,NA,T,NA,NA,NA,NA,20221011750
398,2022101,1930,2022,101,19,30,NA,NA,T,NA,NA,NA,NA,20221011930
399,2022102,1655,2022,102,16,55,NA,NA,T,NA,NA,NA,NA,20221021655
400,2022102,1835,2022,102,18,35,34.27083333,-118.2812213,T,0.18696,0.13618,0.0374,0,20221021835
401,2022102,2010,2022,102,20,10,NA,NA,T,NA,NA,NA,NA,20221022010
402,2022103,1740,2022,103,17,40,NA,NA,T,NA,NA,NA,NA,20221031740
403,2022103,1920,2022,103,19,20,34.27083333,-118.2812213,T,0.14564,0.10588,0.0112,0,20221031920
404,2022104,1645,2022,104,16,45,NA,NA,T,NA,NA,NA,NA,20221041645
405,2022104,1825,2022,104,18,25,34.27083333,-118.2812213,T,0.13672,0.09942,0.0316,0,20221041825
406,2022104,2000,2022,104,20,0,NA,NA,T,NA,NA,NA,NA,20221042000
407,2022105,1730,2022,105,17,30,NA,NA,T,NA,NA,NA,NA,20221051730
408,2022105,1905,2022,105,19,5,34.27083333,-118.2812213,T,0.16737,0.12177,0.0166,0,20221051905
409,2022106,1810,2022,106,18,10,NA,NA,T,NA,NA,NA,NA,20221061810
410,2022106,1945,2022,106,19,45,NA,NA,T,NA,NA,NA,NA,20221061945
411,2022107,1715,2022,107,17,15,NA,NA,T,NA,NA,NA,NA,20221071715
412,2022107,1855,2022,107,18,55,34.27083333,-118.2812213,T,0.23318,0.17017,0.0261,0,20221071855
413,2022107,2035,2022,107,20,35,34.27083333,-118.2812213,A,0.18019,0.13117,0.0174,0,20221072035
414,2022107,2215,2022,107,22,15,NA,NA,A,NA,NA,NA,NA,20221072215
415,2022108,1800,2022,108,18,0,34.27083333,-118.2812213,T,0.19075,0.13898,0.0167,0,20221081800
416,2022108,1935,2022,108,19,35,NA,NA,T,NA,NA,NA,NA,20221081935
417,2022108,1940,2022,108,19,40,NA,NA,A,NA,NA,NA,NA,20221081940
418,2022108,2120,2022,108,21,20,34.27083333,-118.2106327,A,0.1905,0.13885,0.0277,0,20221082120
419,2022109,1705,2022,109,17,5,NA,NA,T,NA,NA,NA,NA,20221091705
420,2022109,1840,2022,109,18,40,34.27083333,-118.2812213,T,0.19656,0.14324,0.0365,0,20221091840
421,2022109,2015,2022,109,20,15,NA,NA,T,NA,NA,NA,NA,20221092015
422,2022109,2025,2022,109,20,25,34.27083333,-118.2812213,A,0.14828,0.10781,0.0116,0,20221092025
423,2022109,2205,2022,109,22,5,NA,NA,A,NA,NA,NA,NA,20221092205
424,2022110,1745,2022,110,17,45,NA,NA,T,NA,NA,NA,NA,20221101745
425,2022110,1925,2022,110,19,25,NA,NA,A,NA,NA,NA,NA,20221101925
426,2022110,1925,2022,110,19,25,NA,NA,T,NA,NA,NA,NA,20221101925
427,2022110,2110,2022,110,21,10,34.24583333,-118.0444539,A,0.14983,0.10911,0.0399,0,20221102110
428,2022111,1650,2022,111,16,50,NA,NA,T,NA,NA,NA,NA,20221111650
429,2022111,1830,2022,111,18,30,34.27083333,-118.2812213,T,0.18766,0.13671,0.0385,0,20221111830
430,2022111,2005,2022,111,20,5,NA,NA,T,NA,NA,NA,NA,20221112005
431,2022111,2010,2022,111,20,10,NA,NA,A,NA,NA,NA,NA,20221112010
432,2022111,2150,2022,111,21,50,34.19583333,-118.1759143,A,0.29409,0.21511,0.0141,0,20221112150
433,2022112,1735,2022,112,17,35,NA,NA,T,NA,NA,NA,NA,20221121735
434,2022112,1910,2022,112,19,10,34.02916666,-118.2851702,T,0.28618,0.20927,0.0174,0,20221121910
435,2022112,2055,2022,112,20,55,34.0875,-118.2861083,A,0.33443,0.24496,0.0487,0,20221122055
436,2022112,2235,2022,112,22,35,NA,NA,A,NA,NA,NA,NA,20221122235
437,2022113,1815,2022,113,18,15,34.27083333,-118.2812213,T,0.19552,0.14249,0.0292,0,20221131815
438,2022113,1955,2022,113,19,55,NA,NA,T,NA,NA,NA,NA,20221131955
439,2022113,2000,2022,113,20,0,NA,NA,A,NA,NA,NA,NA,20221132000
440,2022113,2140,2022,113,21,40,34.27083333,-118.2812213,A,0.22089,0.16114,0.0209,0,20221132140
441,2022114,1720,2022,114,17,20,NA,NA,T,NA,NA,NA,NA,20221141720
442,2022114,1900,2022,114,19,0,34.27083333,-118.2812213,T,0.31505,0.23059,0.0216,0,20221141900
443,2022114,2045,2022,114,20,45,34.27083333,-118.2812213,A,0.25122,0.18342,0.0215,0,20221142045
444,2022114,2220,2022,114,22,20,NA,NA,A,NA,NA,NA,NA,20221142220
445,2022115,1805,2022,115,18,5,34.27083333,-118.2812213,T,0.22809,0.16639,0.0212,0,20221151805
446,2022115,1940,2022,115,19,40,NA,NA,T,NA,NA,NA,NA,20221151940
447,2022115,1945,2022,115,19,45,NA,NA,A,NA,NA,NA,NA,20221151945
448,2022115,2125,2022,115,21,25,34.27083333,-118.2812213,A,0.2082,0.1518,0.0291,0,20221152125
449,2022116,1710,2022,116,17,10,NA,NA,T,NA,NA,NA,NA,20221161710
450,2022116,1845,2022,116,18,45,34.27083333,-118.2610531,T,0.31449,0.23016,0.0331,0,20221161845
451,2022116,2025,2022,116,20,25,NA,NA,T,NA,NA,NA,NA,20221162025
452,2022116,2030,2022,116,20,30,34.2375,-117.9924479,A,0.21359,0.15573,0.0145,0,20221162030
453,2022116,2210,2022,116,22,10,NA,NA,A,NA,NA,NA,NA,20221162210
454,2022117,1750,2022,117,17,50,34.27083333,-118.2812213,T,0.31318,0.22931,0.015,0,20221171750
455,2022117,1930,2022,117,19,30,NA,NA,A,NA,NA,NA,NA,20221171930
456,2022117,1930,2022,117,19,30,NA,NA,T,NA,NA,NA,NA,20221171930
457,2022117,2115,2022,117,21,15,34.27083333,-118.2711372,A,0.30807,0.22548,0.0405,0,20221172115
